what,kind,bundleId,bundleVersion,description,time
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1341813837216
java.version,sysinfo,,,"1.6.0_22",1341813837216
java.vm.info,sysinfo,,,"mixed mode",1341813837216
java.vm.name,sysinfo,,,"OpenJDK Client VM",1341813837216
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1341813837216
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1341813837216
java.vm.specification.version,sysinfo,,,"1.0",1341813837216
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1341813837216
java.vm.version,sysinfo,,,"20.0-b11",1341813837216
started,bundle,org.eclipse.m2e.usagedata,1.0.200.20111228-1245,"org.eclipse.m2e.usagedata",1341813837218
started,bundle,org.jboss.tools.runtime.core,1.3.0.v20120605-0014-H104-CR1,"org.jboss.tools.runtime.core",1341813837982
started,bundle,org.jboss.tools.runtime.as.detector,1.3.0.v20120605-0014-H104-CR1,"org.jboss.tools.runtime.as.detector",1341813837989
started,bundle,org.eclipse.datatools.connectivity,1.2.4.v201202041105,"org.eclipse.datatools.connectivity",1341813837992
started,bundle,org.jboss.tools.runtime.seam.detector,1.3.0.v20120605-0014-H104-CR1,"org.jboss.tools.runtime.seam.detector",1341813837995
started,bundle,org.eclipse.ecf.filetransfer,5.0.0.v20110531-2218,"org.eclipse.ecf.filetransfer",1341813838222
started,bundle,org.eclipse.ecf,3.1.300.v20110531-2218,"org.eclipse.ecf",1341813838234
started,bundle,org.eclipse.ecf.identity,3.1.100.v20110531-2218,"org.eclipse.ecf.identity",1341813838246
started,bundle,org.eclipse.ecf.provider.filetransfer.httpclient,4.0.0.v20110531-2218,"org.eclipse.ecf.provider.filetransfer.httpclient",1341813838259
started,bundle,org.eclipse.ecf.provider.filetransfer,3.2.0.v20110531-2218,"org.eclipse.ecf.provider.filetransfer",1341813838261
opened,editor,org.jboss.tools.central,1.0.0.v20120605-0123-H98-CR1,"org.jboss.tools.central.editors.JBossCentralEditor",1341813838313
activated,editor,org.jboss.tools.central,1.0.0.v20120605-0123-H98-CR1,"org.jboss.tools.central.editors.JBossCentralEditor",1341813838338
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1341813838366
closed,view,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.internal.introview",1341813838413
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1341813838580
started,bundle,org.eclipse.equinox.p2.ui,2.1.1.v20120113-1346,"org.eclipse.equinox.p2.ui",1341813839578
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1341813840013
started,bundle,org.eclipse.wst.common.frameworks,1.2.102.v201201190400,"org.eclipse.wst.common.frameworks",1341813840923
started,bundle,org.eclipse.jst.common.project.facet.core,1.4.200.v201103170302,"org.eclipse.jst.common.project.facet.core",1341813840949
started,bundle,org.eclipse.jst.ws.jaxrs.core,1.0.301.v201108240656,"org.eclipse.jst.ws.jaxrs.core",1341813840952
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1341813843983
closed,editor,org.jboss.tools.central,1.0.0.v20120605-0123-H98-CR1,"org.jboss.tools.central.editors.JBossCentralEditor",1341813843983
started,bundle,org.jboss.tools.maven.project.examples,1.3.0.v20120605-2119-H113-CR1,"org.jboss.tools.maven.project.examples",1341813844983
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1341813845131
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1341813845137
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1341813847126
started,bundle,org.eclipse.core.filesystem,1.3.100.v20110423-0524,"org.eclipse.core.filesystem",1341813862515
started,bundle,org.eclipse.jdt.launching,3.6.1.v20111006_r372,"org.eclipse.jdt.launching",1341813862560
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.import",1341813862963
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.import",1341813862963
started,bundle,org.eclipse.pde.core,3.7.1.v20120103_r372,"org.eclipse.pde.core",1341813862984
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1341813862988
started,bundle,org.eclipse.wst.jsdt.core,1.1.102.v201111090634,"org.eclipse.wst.jsdt.core",1341813863387
started,bundle,org.eclipse.equinox.p2.garbagecollector,1.0.200.v20110815-1419,"org.eclipse.equinox.p2.garbagecollector",1341813863416
started,bundle,org.eclipse.jgit,1.3.0.201202151440-r,"org.eclipse.jgit",1341813863526
started,bundle,org.eclipse.egit.core,1.3.0.201202151440-r,"org.eclipse.egit.core",1341813863541
started,bundle,org.eclipse.egit.ui,1.3.0.201202151440-r,"org.eclipse.egit.ui",1341813863560
started,bundle,org.hibernate.eclipse.jdt.ui,3.4.0.v20120604-2038-H91-CR1,"org.hibernate.eclipse.jdt.ui",1341813864079
started,bundle,org.hibernate.eclipse.libs,3.4.0.v20120604-2038-H91-CR1,"org.hibernate.eclipse.libs",1341813864090
started,bundle,org.hibernate.eclipse,3.4.0.v20120604-2038-H91-CR1,"org.hibernate.eclipse",1341813864132
started,bundle,org.eclipse.ltk.core.refactoring,3.5.201.r372_v20111101-0700,"org.eclipse.ltk.core.refactoring",1341813864400
started,bundle,org.hibernate.eclipse.console,3.4.0.v20120604-2038-H91-CR1,"org.hibernate.eclipse.console",1341813864404
started,bundle,org.eclipse.jdt.apt.core,3.3.500.v20110420-1015,"org.eclipse.jdt.apt.core",1341813864413
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.400.v20110305-1450,"org.eclipse.jdt.apt.pluggable.core",1341813864418
started,bundle,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui",1341813864433
started,bundle,org.eclipse.wb.core.lib,1.3.0.r37x201202052311,"org.eclipse.wb.core.lib",1341813864663
started,bundle,org.eclipse.wb.core,1.3.0.r37x201202052311,"org.eclipse.wb.core",1341813864686
started,bundle,org.eclipse.emf.common,2.7.0.v20120127-1122,"org.eclipse.emf.common",1341813864976
started,bundle,org.eclipse.emf.ecore,2.7.0.v20120127-1122,"org.eclipse.emf.ecore",1341813864994
started,bundle,org.eclipse.wst.common.emf,1.2.100.v201101101900,"org.eclipse.wst.common.emf",1341813864999
started,bundle,org.eclipse.jem.util,2.1.100.v201103021400,"org.eclipse.jem.util",1341813865008
started,bundle,org.eclipse.emf.ecore.xmi,2.7.0.v20120127-1122,"org.eclipse.emf.ecore.xmi",1341813865013
started,bundle,org.eclipse.wst.common.emfworkbench.integration,1.2.101.v201107140600,"org.eclipse.wst.common.emfworkbench.integration",1341813865014
started,bundle,org.eclipse.wst.common.core,1.2.0.v200908252030,"org.eclipse.wst.common.core",1341813865057
started,bundle,org.eclipse.wst.common.modulecore,1.2.103.v201201190400,"org.eclipse.wst.common.modulecore",1341813865060
started,bundle,org.eclipse.core.variables,3.2.500.v20110928-1503,"org.eclipse.core.variables",1341813865076
started,bundle,org.jboss.ide.eclipse.archives.core,3.2.1.v20120604-2017-H86-CR1,"org.jboss.ide.eclipse.archives.core",1341813865084
started,bundle,org.jboss.tools.jmx.core,1.2.0.v20120604-2017-H70-CR1,"org.jboss.tools.jmx.core",1341813865115
started,bundle,org.jboss.ide.eclipse.archives.webtools,2.3.0.v20120605-1904-H135-CR1,"org.jboss.ide.eclipse.archives.webtools",1341813865130
started,bundle,org.jboss.ide.eclipse.as.wtp.core,2.3.0.v20120605-1904-H135-CR1,"org.jboss.ide.eclipse.as.wtp.core",1341813865132
started,bundle,org.jboss.ide.eclipse.as.ui.mbeans,2.3.0.v20120605-1904-H135-CR1,"org.jboss.ide.eclipse.as.ui.mbeans",1341813865142
started,bundle,org.eclipse.jst.server.core,1.2.202.v20110419,"org.eclipse.jst.server.core",1341813865146
started,bundle,org.eclipse.jst.j2ee.core,1.2.102.v201202090300,"org.eclipse.jst.j2ee.core",1341813865150
started,bundle,org.eclipse.jem,2.0.501.v201111030500,"org.eclipse.jem",1341813865157
started,bundle,org.eclipse.wst.common.frameworks.ui,1.2.100.v201105122000,"org.eclipse.wst.common.frameworks.ui",1341813865169
started,bundle,org.eclipse.wst.xml.core,1.1.602.v201201091944,"org.eclipse.wst.xml.core",1341813865171
started,bundle,org.eclipse.wst.validation,1.2.303.v201202090300,"org.eclipse.wst.validation",1341813865496
started,bundle,org.eclipse.jst.j2ee,1.1.503.v201202090300,"org.eclipse.jst.j2ee",1341813865513
started,bundle,org.eclipse.jpt.common.core,1.0.2.v201111103010,"org.eclipse.jpt.common.core",1341813865610
started,bundle,org.eclipse.jpt.jpa.core,3.0.2.v201201243020,"org.eclipse.jpt.jpa.core",1341813865611
started,bundle,org.eclipse.wst.sse.core,1.1.602.v201112071516,"org.eclipse.wst.sse.core",1341813865628
started,bundle,org.jboss.tools.common.model.ui,3.3.0.v20120604-1949-H73-CR1,"org.jboss.tools.common.model.ui",1341813865639
started,bundle,org.jboss.tools.jsf,3.3.0.v20120604-2138-H114-CR1,"org.jboss.tools.jsf",1341813865937
started,bundle,org.jboss.tools.common.verification.ui,3.3.0.v20120604-1949-H73-CR1,"org.jboss.tools.common.verification.ui",1341813868802
started,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring",1341813869161
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1341813869477
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1341813869522
started,bundle,org.eclipse.jdt.debug,3.7.1.v20111006_r372,"org.eclipse.jdt.debug",1341813869608
started,bundle,org.eclipse.jdt.debug.ui,3.6.1.v20111006_r372,"org.eclipse.jdt.debug.ui",1341813869641
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1341813869663
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1341813869693
started,bundle,org.eclipse.jdt.junit,3.7.0.v20110928-1453,"org.eclipse.jdt.junit",1341813869765
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1341813872057
started,bundle,org.jboss.tools.jst.jsp,3.3.0.v20120604-2032-H84-CR1,"org.jboss.tools.jst.jsp",1341813872763
started,bundle,org.jboss.tools.common.el.core,3.3.0.v20120604-1949-H73-CR1,"org.jboss.tools.common.el.core",1341813872765
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1341813878495
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1341813878495
started,bundle,org.eclipse.wst.ws.service.policy.ui,1.0.300.v201108240515,"org.eclipse.wst.ws.service.policy.ui",1341813886854
started,bundle,org.eclipse.wst.ws.service.policy,1.0.303.v201009221810,"org.eclipse.wst.ws.service.policy",1341813887097
started,bundle,org.eclipse.wst.command.env,1.0.409.v201004211805,"org.eclipse.wst.command.env",1341813887105
started,bundle,org.eclipse.wst.ws,1.1.203.v201004211805,"org.eclipse.wst.ws",1341813887105
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1341813887144
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1341813890889
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1341813958290
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1341813967288
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1341813967330
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1341813967355
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1341813979856
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1341813979920
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1341813979937
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1341813983645
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1341813983709
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1341813983726
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1341813987761
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1341813987818
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1341813987835
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1341813995604
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1341813996694
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1341813996695
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1341813996705
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1341813996718
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1341813996726
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1341814007484
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1341815200360
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1341815202442
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1341815202484
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1341815202510
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1341815206724
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1341815206772
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1341815206787
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1341815215996
started,bundle,org.jboss.tools.common.jdt.debug,3.3.0.v20120604-1949-H73-CR1,"org.jboss.tools.common.jdt.debug",1341815217405
started,bundle,org.jboss.tools.common.jdt.debug.ui,3.3.0.v20120604-1949-H73-CR1,"org.jboss.tools.common.jdt.debug.ui",1341815217406
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1341816712668
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1341816717559
started,bundle,org.jboss.tools.cdi.ui,1.2.0.v20120604-2107-H84-CR1,"org.jboss.tools.cdi.ui",1341816717590
